Original form,Preposition,Variant form,Lemma form,Standard form,Description,Place name or non-name,Real or fictional,Type of place name,Type of locality,Type of non-name,Latitude,Longitude,Language,Work,Source,Page/Folio,Source type,Edition,Edition page,Edition page link,Level of certainty,Notes ,ID link,coordinateSource,mapLocation,year,yearFrom,yearTo,marker
them førdo the medh sik til viborgh  hem,til,Viborgh,Viborgh,Vyborg,Viborg,Place name,real,settlement name,castle,,60.70763,28.75283,Old Swedish,Erikskrönikan,D 4a,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3743),source,,,1448,1453,🏰
them førdo the medh sik til viborgh  hem,til,Viborgh,Viborgh,Vyborg,Viborg,Place name,real,settlement name,castle,,60.70763,28.75283,Old Swedish,Erikskrönikan,D 3,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3745),source,,,1482,1493,🏰
them førdo the til viborgh hem,til,Viborgh,Viborgh,Vyborg,Viborg,Place name,real,settlement name,castle,,60.70763,28.75283,Old Swedish,Erikskrönikan,Medeltidshandskrift 32,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3747),source,,,1480,1490,🏰
them førdo the til viborgh hem,til,Viborgh,Viborgh,Vyborg,Viborg,Place name,real,settlement name,castle,,60.70763,28.75283,Old Swedish,Erikskrönikan,C 62,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3749),source,,,1450,1499,🏰
them førdo the til viborgh hem,til,Viborgh,Viborgh,Vyborg,Viborg,Place name,real,settlement name,castle,,60.70763,28.75283,Old Swedish,Erikskrönikan,H 131,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3751),source,,,1500,1525,🏰
them førdo the til viborgh hem,til,Viborgh,Viborgh,Vyborg,Viborg,Place name,real,settlement name,castle,,60.70763,28.75283,Old Swedish,Erikskrönikan,D 5,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3753),source,,,1500,1525,🏰
"bysem, vrt soo kallis po tiidske",upa,tiidsk,thythisk,German language,,Non-name,real,,,language designation,51.5,10.5,Old Danish,Kvinders Urtegård,Thott 245 8vo,60r,Manuscript,Nielsen 1930-1940,34,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3755),show-as,Germany,,1513,1525,
"en vrt, som heder boragus po latine ok po tiidske bynsaugen krut",upa,latin,latin,Latin,,Non-name,real,,,language designation,48.69096,9.14062,Old Danish,Kvinders Urtegård,Thott 245 8vo,61r,Manuscript,Nielsen 1930-1940,34,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3757),show-as,Europe,,1513,1525,
"en vrt, som heder boragus po latine ok po tiidske bynsaugen krut",upa,tiisk,thythisk,German language,,Non-name,real,,,language designation,51.5,10.5,Old Danish,Kvinders Urtegård,Thott 245 8vo,61r,Manuscript,Nielsen 1930-1940,34,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3759),show-as,Germany,,1513,1525,
"en vrt, som po latine heder portulaca ok po tiidske burtzelkrut",upa,latin,latin,Latin,,Non-name,real,,,language designation,48.69096,9.14062,Old Danish,Kvinders Urtegård,Thott 245 8vo,66r,Manuscript,Nielsen 1930-1940,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3761),show-as,Europe,,1513,1525,
"en vrt, som po latine heder portulaca ok po tiidske burtzelkrut",upa,tiidsk,thythisk,German language,,Non-name,real,,,language designation,51.5,10.5,Old Danish,Kvinders Urtegård,Thott 245 8vo,66r,Manuscript,Nielsen 1930-1940,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3763),show-as,Germany,,1513,1525,
"en vrt, som kallis po tiidske wal wurtz ok po latine consolida maior",upa,latin,latin,Latin,,Non-name,real,,,language designation,48.69096,9.14062,Old Danish,Kvinders Urtegård,Thott 245 8vo,73r,Manuscript,Nielsen 1930-1940,40,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3765),show-as,Europe,,1513,1525,
"en vrt, som kallis po tiidske wal wurtz ok po latine consolida maior",upa,tiidsk,thythisk,German language,,Non-name,real,,,language designation,51.5,10.5,Old Danish,Kvinders Urtegård,Thott 245 8vo,73r,Manuscript,Nielsen 1930-1940,40,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3767),show-as,Germany,,1513,1525,
tydst komen,,tydst,thythisk,German,,Non-name,real,,,adjective,51.5,10.5,Old Danish,Kvinders Urtegård,Thott 245 8vo,73r,Manuscript,Nielsen 1930-1940,40,,Commonly attested and known,"According to the editor, the word should perhaps be read ""tijdst"".",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3769),show-as,Germany,,1513,1525,
Ok rytzane reddo sik mædhan til,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 2,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3771),show-as,Russia,,1400,1523,
rytzane reddo sik medh til,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 4a,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3773),show-as,Russia,,1448,1453,
rytzane reddo sik til,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 3,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3775),show-as,Russia,,1482,1493,
Ok rytzane reddo sik mædhan til,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,Medeltidshandskrift 32,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3777),show-as,Russia,,1480,1490,
ridza reddo sik mædhan til,,ridza,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,C 62,,Manuscript,Pipping 1963,77,,Educated guess,The i-reading of OSw. ryz 'Russian' is unique to this manuscript of The Chornicle of Duke Erik. ,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3779),show-as,Russia,,1450,1499,
Ok rytzane reddo sik mædhan til,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,H 131,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3781),show-as,Russia,,1500,1525,
Ok ryzsa reddo sik mædhan til,,ryzsa ,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 5,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3783),show-as,Russia,,1500,1525,
ok rytzane komo tha affbraat,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 2,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3785),show-as,Russia,,1400,1523,
ok rytzane komo tha alt affbraat,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 4a,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3787),show-as,Russia,,1448,1453,
ok rytzane kommæ tha affbraat,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 3,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3789),show-as,Russia,,1482,1493,
ok rytzane komo tha alt obrath,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,Medeltidshandskrift 32,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3791),show-as,Russia,,1480,1490,
ridza komo tha alt før brath,,ridza,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,C 62,,Manuscript,Pipping 1963,77,,Educated guess,The i-reading of OSw. ryz 'Russian' is unique to this manuscript of The Chornicle of Duke Erik. ,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3793),show-as,Russia,,1450,1499,
ok rytzane komo tha alt før brath,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,H 131,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3795),show-as,Russia,,1500,1525,
ok rytzane komo alt affbraat,,rytzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 5,,Manuscript,Pipping 1963,77,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3797),show-as,Russia,,1500,1525,
greckes hø,,greckes,grækesk,Greek,,Non-name,real,,,adjective,39,22,Old Danish,Kvinders Urtegård,Thott 245 8vo,95r,Manuscript,Nielsen 1930-1940,50,,Commonly attested and known,The ODa. noun phrase grækesk hø signifies the plant fenumgreek.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3799),show-as,Greece,,1513,1525,
greckes hø,,greckes,grækesk,Greek,,Non-name,real,,,adjective,39,22,Old Danish,Kvinders Urtegård,Thott 245 8vo,97r,Manuscript,Nielsen 1930-1940,51,,Commonly attested and known,The ODa. noun phrase grækesk hø signifies the plant fenumgreek,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3801),show-as,Greece,,1513,1525,
som vy læsse vdi the romerske bøger,,romerske,romersk,Roman,,Non-name,real,,,adjective,41.89193,12.51133,Old Danish,Kvinders Urtegård,Thott 245 8vo,106v,Manuscript,Nielsen 1930-1940,55,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3803),show-as,Rome,,1513,1525,
"then første keyser, som vor i Rom",i,Rom,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Danish,Kvinders Urtegård,Thott 245 8vo,106r,Manuscript,Nielsen 1930-1940,55,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3805),source,,,1513,1525,🏙️
rytza fingo ther storan skadha,,rytza,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 2,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3807),show-as,Russia,,1400,1523,
rytza fingo ther storan skadha,,rytza,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 4a,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3809),show-as,Russia,,1448,1453,
rytza fingo ther storan skadha,,rytza,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 3,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3811),show-as,Russia,,1482,1493,
rydzane fingo storan skadha,,rydzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,Medeltidshandskrift 32,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3813),show-as,Russia,,1480,1490,
rydzane fingo storan skadha,,rydzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,C 62,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3815),show-as,Russia,,1450,1499,
rydzane fingo storan skadha,,rydzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,H 131,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3817),show-as,Russia,,1500,1525,
rydzane fingo storan skadha,,rydzane,ryz,Russian,,Non-name,real,,,inhabitant designation,60,100,Old Swedish,Erikskrönikan,D 5,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3819),show-as,Russia,,1500,1525,
then tha er rytzsker honom er we,,rytzsker,ryzker ,Russian,,Non-name,real,,,adjective,60,100,Old Swedish,Erikskrönikan,D 2,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3821),show-as,Russia,,1400,1523,
then tha er rytzsker honom er we,,rytzsker,ryzker ,Russian,,Non-name,real,,,adjective,60,100,Old Swedish,Erikskrönikan,D 4a,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3823),show-as,Russia,,1448,1453,
then tha er rytzsker tha worder we,,rytzsker,ryzker ,Russian,,Non-name,real,,,adjective,60,100,Old Swedish,Erikskrönikan,D 3,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3825),show-as,Russia,,1482,1493,
then tha er rytzsker honom er we,,rytzsker,ryzker ,Russian,,Non-name,real,,,adjective,60,100,Old Swedish,Erikskrönikan,Medeltidshandskrift 32,,Manuscript,Pipping 1963,78,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=3827),show-as,Russia,,1480,1490,
