root_category,found_in_category,pageid,title,url,categories,matched_keyword,date,marker,latitude,longitude
Category:History books by century,Category:20th-century history books,31049708,China's Red Army Marches,https://en.wikipedia.org/?curid=31049708,Category:1934 non-fiction books | Category:20th-century history books | Category:Books about communism | Category:Chinese Communist Revolution | Category:Cultural depictions of Mao Zedong | Category:History books about China | Category:History books about communism | Category:Military history of Jiangxi | Category:Works by Agnes Smedley,China,1934,📕,36.79871,98.769583
Category:History books by century,Category:20th-century history books,31173223,The Civil War in the United States,https://en.wikipedia.org/?curid=31173223,Category:1937 books | Category:20th-century history books | Category:American Civil War stubs | Category:Books by Karl Marx and Friedrich Engels | Category:Communist books | Category:History books about the American Civil War | Category:United States military history book stubs | Category:United States political book stubs,United States,1937,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,11351099,The Class Struggle in the Ancient Greek World,https://en.wikipedia.org/?curid=11351099,Category:1981 non-fiction books | Category:20th-century history books | Category:Cornell University Press books | Category:English-language non-fiction books | Category:History books about ancient Greece | Category:Marxist books,Greece,1981,📕,39.080457,21.806332
Category:History books by century,Category:20th-century history books,5653041,The Collapse of the Third Republic,https://en.wikipedia.org/?curid=5653041,Category:1969 non-fiction books | Category:20th-century history books | Category:Books by William L. Shirer | Category:History books about France | Category:History books about World War II | Category:Interwar France | Category:Simon & Schuster books,France,1969,📕,46.895071,2.099228
Category:History books by century,Category:20th-century history books,48638411,The Commoners' New Forest,https://en.wikipedia.org/?curid=48638411,Category:1944 non-fiction books | Category:20th-century history books | Category:History books about England | Category:Hutchinson (publisher) books | Category:New Forest,England,1944,📕,53.13,-1.38
Category:History books by century,Category:20th-century history books,22169097,Crabgrass Frontier,https://en.wikipedia.org/?curid=22169097,Category:1985 non-fiction books | Category:20th-century history books | Category:American history books | Category:Bancroft Prize–winning works | Category:History of urban planning | Category:Oxford University Press books | Category:Urban planning in the United States,United States,1985,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,36797927,The Darkened Room,https://en.wikipedia.org/?curid=36797927,Category:1989 non-fiction books | Category:20th-century history books | Category:Books about Spiritualism | Category:Books about women and religion | Category:Books about women's history | Category:English-language non-fiction books | Category:Feminism and history | Category:History books about religion | Category:History of mental health in the United Kingdom | Category:History of women in the United Kingdom | Category:Virago Press books,United Kingdom,1989,📕,54.224688,-1.753312
Category:History books by century,Category:20th-century history books,1110617,Discipline and Punish,https://en.wikipedia.org/?curid=1110617,Category:1975 non-fiction books | Category:20th-century history books | Category:French non-fiction books | Category:French-language non-fiction books | Category:History books about punishment | Category:Philosophy books | Category:Postmodern novels | Category:Social philosophy literature | Category:Works by Michel Foucault | Category:Éditions Gallimard books,French,1975,📕,46.895071,2.099228
Category:History books by century,Category:20th-century history books,5185679,Dreadnought (book),https://en.wikipedia.org/?curid=5185679,Category:1991 non-fiction books | Category:20th-century history books | Category:Books of naval history | Category:Causes of World War I | Category:Dreadnought-class battleships | Category:History books about World War I | Category:History of the Royal Navy | Category:Naval history of Germany,Germany,1991,📕,51.431228,10.432351
Category:History books by century,Category:20th-century history books,13958799,A Dying Colonialism,https://en.wikipedia.org/?curid=13958799,Category:1959 non-fiction books | Category:20th-century history books | Category:Algeria stubs | Category:Books by Frantz Fanon | Category:History books about the Algerian War | Category:Military history book stubs | Category:Political books,Algeria,1959,📕,27.916216,0.526274
Category:History books by century,Category:20th-century history books,43153232,Echoes of the Marseillaise,https://en.wikipedia.org/?curid=43153232,Category:1990 non-fiction books | Category:20th-century history books | Category:Books by Eric Hobsbawm | Category:History books about the French Revolution | Category:Verso Books books,French,1990,📕,46.895071,2.099228
Category:History books by century,Category:20th-century history books,28759407,The Embarrassment of Riches,https://en.wikipedia.org/?curid=28759407,Category:1987 non-fiction books | Category:20th-century history books | Category:Books by Simon Schama | Category:History books about the Dutch Golden Age | Category:History books about the Netherlands,Netherlands,1987,📕,52.040235,5.398113
Category:History books by century,Category:20th-century history books,24470795,An Empire of Their Own,https://en.wikipedia.org/?curid=24470795,"Category:1988 non-fiction books | Category:20th-century history books | Category:Books about Jewish American history | Category:Books by Neal Gabler | Category:Jewish cinema | Category:Jewish society | Category:Jewish-American history in California | Category:Non-fiction books about film directors and producers | Category:Non-fiction books adapted into films | Category:Works about the history of Hollywood, Los Angeles",American,1988,📕,40.103633,-108.222075
Category:History books by century,Category:20th-century history books,58852007,The Exploration of Africa: From Cairo to the Cape,https://en.wikipedia.org/?curid=58852007,Category:1991 non-fiction books | Category:2003 French films | Category:2003 documentary films | Category:20th-century history books | Category:Documentary films about Africa | Category:Découvertes Gallimard | Category:Exploration of Africa | Category:Films based on non-fiction books | Category:French documentary films | Category:History books about Africa | Category:History books about exploration | Category:Non-fiction books adapted into films | Category:Works about the European colonisation of Africa,French,1991,📕,46.895071,2.099228
Category:History books by century,Category:20th-century history books,25587463,Fallout: An American Nuclear Tragedy,https://en.wikipedia.org/?curid=25587463,Category:1989 non-fiction books | Category:20th-century history books | Category:American history books | Category:Books about nuclear issues | Category:Environmental non-fiction books | Category:History of Nevada | Category:History of Utah | Category:History of the Southwestern United States | Category:Nevada Test Site nuclear explosive tests | Category:Nuclear fallout | Category:Nuclear topic book stubs | Category:Nuclear weapon stubs | Category:University of Arizona Press books,United States,1989,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,37861787,The Fate of Liberty,https://en.wikipedia.org/?curid=37861787,Category:1991 non-fiction books | Category:20th-century history books | Category:American Civil War books | Category:American history books | Category:Books about Abraham Lincoln | Category:English-language non-fiction books | Category:Oxford University Press books | Category:Pulitzer Prize for History–winning works | Category:United States political book stubs,United States,1991,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,1359392,Fighter: The True Story of the Battle of Britain,https://en.wikipedia.org/?curid=1359392,Category:1977 non-fiction books | Category:20th-century history books | Category:Aviation books | Category:Books by Len Deighton | Category:British history book stubs | Category:British non-fiction literature | Category:History books about Nazi Germany | Category:History books about World War II | Category:History books about the United Kingdom | Category:Jonathan Cape books | Category:Works about the Battle of Britain | Category:World War II book stubs,Germany,1977,📕,51.431228,10.432351
Category:History books by century,Category:20th-century history books,72499477,The Fitzgeralds and the Kennedys,https://en.wikipedia.org/?curid=72499477,Category:1987 books | Category:20th-century history books | Category:American history books | Category:Books about John F. Kennedy | Category:Books by Doris Kearns Goodwin | Category:Books involved in plagiarism controversies | Category:Simon & Schuster books,American,1987,📕,40.103633,-108.222075
Category:History books by century,Category:20th-century history books,46314411,Food in England,https://en.wikipedia.org/?curid=46314411,Category:1954 non-fiction books | Category:20th-century British cookbooks | Category:20th-century history books | Category:History books about England | Category:History of English cuisine,England,1954,📕,53.13,-1.38
